Player,Ridge Coefficient
200765_off,-0.0018930376370669877
200765_def,0.008559003941533194
708_off,-0.011388757545737331
708_def,-0.03190476072242478
979_off,-0.0085239317553633
979_def,-0.011448363179873942
2562_off,0.0011733746944097806
2562_def,-0.011044869384245357
951_off,0.01368069019616267
951_def,0.01299456382649487
2199_off,0.008189404445951108
2199_def,-0.0040800131590713485
202361_off,-0.0021047172382663635
202361_def,-0.01196321980235978
2405_off,-0.019308119657069037
2405_def,0.014329792283643259
201962_off,0.005725341532644885
201962_def,-0.0024429690593470227
2546_off,0.032206381535836805
2546_def,0.0035811779401058886
101138_off,-0.005050177445763976
101138_def,0.013382165593218032
2605_off,-0.021872280768233308
2605_def,-0.013510307416074598
2404_off,-0.005207714883306129
2404_def,0.000991496891205356
2407_off,-0.009033078932697447
2407_def,-0.01654164703589347
202697_off,0.004010624006045683
202697_def,-0.017305627657727703
2039_off,-0.013473500425848746
2039_def,0.0032739092266705155
201611_off,-0.016009490365382715
201611_def,-0.011046800076310238
202725_off,-0.0034811668155841813
202725_def,-0.01829992028502257
202340_off,0.008328139187206101
202340_def,-0.014282870970084554
200764_off,-0.0020382046065383344
200764_def,0.0005750667189156725
2544_off,0.04384531757544032
2544_def,-0.004650373501299697
2547_off,0.022193633933628245
2547_def,-0.00992626979290786
2548_off,0.014748203966431669
2548_def,-0.004449888511215517
201596_off,0.030277819925939305
201596_def,-0.012832544735039005
201202_off,0.0011006181962946152
201202_def,0.0007502485359124995
2217_off,-0.006447181525635307
2217_def,-0.007160640189678123
1713_off,0.016130662247477542
1713_def,-0.023930852577926428
467_off,0.006798596590756913
467_def,-0.02146867700773571
1717_off,0.030740343823660372
1717_def,-0.010849374499281826
1890_off,0.00586494710900385
1890_def,0.005802449791079185
202708_off,-0.0021620654683665213
202708_def,0.0016663060421746967
2617_off,-0.014250885739790317
2617_def,-0.005461306274408878
1891_off,-0.004917316715706914
1891_def,0.0011089515301383303
1885_off,-0.002123213417838408
1885_def,-0.008684244641664242
101133_off,-0.03651672311585156
101133_def,-0.014926031099413302
436_off,-0.0037371302778222365
436_def,-0.0032869441686966747
2203_off,0.01443529431691919
2203_def,-0.00618079407765639
2753_off,-0.014145723147651015
2753_def,-0.012990670125807603
2073_off,-0.007094886828173023
2073_def,-0.0002996994938105668
201148_off,0.024188916772221132
201148_def,0.0049168971329693325
2592_off,0.007185309428618589
2592_def,-0.008751651064753134
201958_off,0.00018508384454225522
201958_def,-0.000777291082676187
202346_off,-0.007540667033095518
202346_def,0.004235911985396793
202227_off,-0.009682243120831331
202227_def,8.128466493345109e-05
202354_off,-0.004153350808082485
202354_def,-0.006233203240686444
202148_off,-0.0017801877412336152
202148_def,-0.0027486500683517583
1888_off,0.003727857278349597
1888_def,0.002833799928734919
2430_off,-0.02033929199982327
2430_def,0.016612717983637167
201149_off,0.011882750233991912
201149_def,-0.024615390524031673
2736_off,0.007402814958598401
2736_def,-0.017374018275062086
201565_off,0.01787536421119365
201565_def,-0.001589771294959973
2200_off,0.01314366686279896
2200_def,0.000821214422340821
202365_off,0.0011501929571119303
202365_def,0.005163088348021501
977_off,0.016662713113652042
977_def,0.002654801541785688
965_off,0.007958343610333521
965_def,-0.013128220629413956
201177_off,0.007006463163174963
201177_def,-0.00046303751306475894
200758_off,0.01253346831342389
200758_def,-0.002948255871097123
201600_off,0.006906410147856387
201600_def,-0.019940980148632104
1897_off,0.009525040018509658
1897_def,-0.007456579557122625
2211_off,-0.0048766155157747995
2211_def,-1.9071797717520537e-05
201228_off,-0.0030800057281442582
201228_def,-0.00863320688689622
201959_off,0.005680080876667753
201959_def,-0.02799625664541537
2581_off,-0.008518953974678754
2581_def,-0.004765601664870629
202726_off,-0.0033408785586961486
202726_def,-0.0006423951593809888
2594_off,0.020258955190644117
2594_def,-0.006434456585789046
2045_off,0.0014585325290264871
2045_def,0.004051024804021444
2730_off,0.009810141511849323
2730_def,-0.02660556063207248
2202_off,0.0021602232155961036
2202_def,-0.010134991721219802
2749_off,0.028280896775475895
2749_def,0.010173388189063394
201583_off,0.02811317015923681
201583_def,0.014654818344808293
201586_off,0.013288523872933819
201586_def,-0.009763891492729292
2570_off,-0.014267042962090047
2570_def,-0.011891192411018789
201566_off,0.029154807397046838
201566_def,-0.0018612428481004448
200757_off,-0.005634645972232803
200757_def,-0.023626453649646717
201142_off,0.042433839118008715
201142_def,-0.007060451411307185
201175_off,-0.009843890912529853
201175_def,-0.00839999748022387
201935_off,0.0446271400562934
201935_def,0.011505712639474265
2555_off,0.034756834298652214
2555_def,-0.01179084811608636
200755_off,0.02907424021568306
200755_def,0.008251368567881381
201947_off,-0.02106593082898942
201947_def,0.016416704529171454
2768_off,0.002013212199393954
2768_def,-0.004267653782606579
1737_off,-0.009604627206963277
1737_def,-0.011377356825952195
201953_off,-0.010117533907125111
201953_def,0.02017356000699033
201161_off,-0.007163277931149542
201161_def,-0.006950802782741578
2047_off,-0.015340505136509721
2047_def,-0.005679974356161082
101144_off,-0.00535214524261181
101144_def,0.0029174926234393807
201599_off,0.03619683961360799
201599_def,-0.0037248155994936438
201933_off,0.02497804931285511
201933_def,-0.0022456112768613748
1497_off,0.009342931535039477
