Player,Ridge Coefficient,Bayesian Coefficient
201143_off,-0.001335908350420658,0
201143_def,-0.007346211376231559,0
201960_off,0.008322704451961782,0
201960_def,-0.009745202131943206,0
2594_off,0.01086858976845026,0
2594_def,-0.0035656477648055213,0
201952_off,-0.00033249567699889215,0
201952_def,-0.0032808269138131017,0
200794_off,0.0016055860462233704,0
200794_def,-0.005032849807796831,0
101139_off,0.006943700543738786,0
101139_def,-0.005963602768427497,0
201947_off,-0.01746397013757695,0
201947_def,0.0030641679262784186,0
101115_off,-0.01232546608721285,0
101115_def,0.0016296869408958174,0
202681_off,0.002293500376619351,0
202681_def,0.01515467908660112,0
202684_off,0.0062842417836207155,0
202684_def,0.022956892438183416,0
1882_off,0.004622345536029013,0
1882_def,0.006303985562523075,0
203079_off,0.00010594003964022458,0
203079_def,-0.0072063651438112756,0
101127_off,-0.016059493736729467,0
101127_def,0.008383075899400705,0
101150_off,0.0036863646779486054,0
101150_def,0.02794565461488917,0
202714_off,0.0038046190235940442,0
202714_def,0.0005109859361739257,0
2760_off,0.010322526208795181,0
2760_def,-0.009846822879107285,0
203521_off,0.010607264588049862,0
203521_def,-0.012267335221840744,0
203471_off,-0.014453746310376103,0
203471_def,0.017912613722157553,0
203118_off,-0.009059460425035125,0
203118_def,0.01894145214499612,0
203461_off,-0.009369973063995394,0
203461_def,0.006653001009358263,0
202970_off,-0.005945889390321571,0
202970_def,-0.0050361654273323,0
203092_off,-0.0045522477910123595,0
203092_def,-0.00729898062412191,0
201177_off,0.012403928574713004,0
201177_def,0.0029222666074325324,0
201945_off,-0.012276568367968674,0
201945_def,0.0030271449707789306,0
2557_off,-0.006323195184540993,0
2557_def,0.00823416689244762,0
203077_off,-0.004820973546107214,0
203077_def,-0.012876333562207251,0
2744_off,0.0024477707792722224,0
2744_def,-0.0007925707882410605,0
203515_off,0.003133746974269013,0
203515_def,-0.0041923184610362365,0
203096_off,0.0032115004436479174,0
203096_def,-0.006941843247950882,0
101138_off,-0.014453322533517486,0
101138_def,0.010822306096378779,0
201145_off,-0.018779629972889848,0
201145_def,0.00035943801177875105,0
202340_off,0.0018615403695173395,0
202340_def,-0.0059696237445852965,0
203469_off,-0.015455694028810694,0
203469_def,-0.0024966553817430855,0
201573_off,0.00969608687204946,0
201573_def,0.016627107287493698,0
202390_off,-0.00862511631426797,0
202390_def,0.013560827822647134,0
2743_off,-0.0070071170226495404,0
2743_def,0.00012624817156575672,0
2457_off,-0.004460280947166586,0
2457_def,0.009580175070270959,0
203482_off,0.002546744129949045,0
203482_def,0.006458020598050674,0
201604_off,-0.0010265103319183307,0
201604_def,0.0002135896257249452,0
202687_off,-0.009629561963789774,0
202687_def,-0.0025233479897825155,0
203187_off,0.003951843930663842,0
203187_def,-0.0034678813111847597,0
2403_off,-0.009421736993488892,0
2403_def,-0.016220909044813586,0
101110_off,0.008493081950213428,0
101110_def,0.016212561207916695,0
202322_off,0.009355729859447213,0
202322_def,0.0003391443442244705,0
101162_off,0.005656664984017333,0
101162_def,-0.020460418967934504,0
203078_off,-0.0022449114946566416,0
203078_def,-0.0014959401861762978,0
202338_off,-0.0074324675239241115,0
202338_def,-0.008576125484978783,0
202087_off,-0.017998891017177613,0
202087_def,0.01254455724351862,0
203508_off,-0.010192467432955401,0
203508_def,0.0006264330024663056,0
203318_off,-0.005966746701459453,0
203318_def,-0.008018291539613314,0
202066_off,-0.013306501785493,0
202066_def,-0.002651843554774818,0
202686_off,-0.018867308526798944,0
202686_def,-0.0018172662721231952,0
2733_off,0.006813657195522691,0
2733_def,-0.00287490118172583,0
2207_off,0.006850016385433516,0
2207_def,0.005352121996193737,0
1718_off,-0.004270209747179239,0
1718_def,-0.014800456730343014,0
203486_off,0.008261663700997755,0
203486_def,0.014529670289239576,0
101114_off,0.024302523579933694,0
101114_def,-0.0049328372826528055,0
201880_off,-0.02143605149579381,0
201880_def,-0.005949709316796152,0
202329_off,-0.00489949834426491,0
202329_def,0.00569453746282064,0
203148_off,-0.002136697572085516,0
203148_def,0.0029054742600689164,0
203076_off,0.015588918583073324,0
203076_def,0.0027097338755315238,0
201936_off,-0.005567862205370922,0
201936_def,0.017843098027069383,0
101187_off,9.863412142593008e-05,0
101187_def,-0.0012367397646942072,0
201582_off,-0.005191463718746481,0
201582_def,0.0036512035636989677,0
201977_off,0.006765756934109038,0
201977_def,-0.003203188991898105,0
203141_off,0.004149840447552936,0
203141_def,0.0210541344696986,0
101154_off,0.008338768777529577,0
101154_def,0.004399009723951355,0
201627_off,0.0009768794275473711,0
201627_def,-0.0027050527957683617,0
203085_off,0.008903586671340334,0
203085_def,-0.0005882690202307814,0
202337_off,0.018860195455655412,0
202337_def,0.0049648329486528305,0
203121_off,0.0011598915888827125,0
203121_def,-0.00847006489140904,0
203268_off,-0.002901545450677802,0
203268_def,0.0011323612118224883,0
203481_off,0.003073547076295226,0
203481_def,-0.00016754417307310781,0
201585_off,-0.005941399212026482,0
201585_def,-0.012923589205531844,0
2754_off,0.008610761693955617,0
2754_def,-0.007757884463745386,0
2216_off,0.015053414932166847,0
2216_def,-0.004051233403281907,0
201144_off,0.01683224443497356,0
201144_def,0.002283092076027811,0
2419_off,-0.010669660386507029,0
2419_def,-0.010555408798660609,0
201160_off,0.0007077179755654709,0
201160_def,0.0038703635835959076,0
201569_off,0.0013400801621035545,0
201569_def,0.025900307104411893,0
201583_off,0.01857808533597703,0
201583_def,0.006736387666228294,0
201950_off,0.013305923175881385,0
201950_def,-0.001904097333760061,0
202720_off,0.003364977123452778,0
202720_def,0.005671412467783919,0
201979_off,-0.008242106471095651,0
201979_def,-0.010871862436753685,0
202334_off,-0.0021393772608227788,0
202334_def,-0.012162805149077032,0
2034_off,-0.0033352352802460444,0
2034_def,0.01703027422194686,0
200811_off,-0.0057906298529898,0
200811_def,-0.0002448981731716953,0
201149_off,0.007013279618344962,0
201149_def,-0.011054767273796501,0
203503_off,-0.024988802353983836,0
203503_def,0.004315656965713613,0
2430_off,-0.02329663060200633,0
2430_def,-0.001718635923967579,0
2550_off,-0.0063001188093299776,0
2550_def,-0.018085430549268484,0
2736_off,0.0027201037695230843,0
2736_def,-0.01109329567721275,0
201959_off,0.0014322952270728788,0
201959_def,-0.014975924683715435,0
2399_off,-0.0024787214851402506,0
2399_def,-0.013994755061283662,0
1737_off,-0.016001654384376274,0
1737_def,-0.01409646762467931,0
2229_off,0.0007794952424719772,0
2229_def,0.002666616245448329,0
203104_off,-0.012924872846640947,0
203104_def,-0.0024884429703481933,0
202325_off,-0.00772730779388328,0
202325_def,0.007235546117683422,0
201975_off,-0.007181398331193264,0
201975_def,0.021052962384496356,0
203527_off,0.01576197706796713,0
203527_def,0.010417242148745218,0
2200_off,-2.4614703811456217e-05,0
2200_def,0.012568011567558412,0
203088_off,0.004279340686426278,0
203088_def,0.005086756630523158,0
202710_off,0.003993054453384093,0
202710_def,-0.01424325202776753,0
201156_off,0.01756494516553911,0
201156_def,0.005901456636243851,0
202412_off,-0.0033528735325042327,0
202412_def,0.004446004167843901,0
201571_off,0.0016857003522317718,0
201571_def,0.0049195726437438695,0
201941_off,-0.014853661762181877,0
201941_def,0.007565709349351647,0
203135_off,-0.005732904659334851,0
203135_def,0.005227688165862288,0
2755_off,0.0009068811163021902,0
2755_def,0.009526082249480828,0
203476_off,-0.011701895838476079,0
203476_def,-0.005234384784368602,0
201147_off,0.02035104091202524,0
201147_def,-0.0052731050834210254,0
201937_off,0.02440546513742919,0
201937_def,-0.005676349052865026,0
201567_off,0.01645258718535902,0
201567_def,-0.004540066708806156,0
1717_off,0.02036826873965649,0
1717_def,-0.002830349381725665,0
2223_off,-0.004217934881588495,0
2223_def,-0.011963193025096902,0
101181_off,0.01073268669334518,0
101181_def,0.014219215441664625,0
1890_off,0.005717083773652705,0
1890_def,0.010170769565747181,0
101145_off,0.016585973648016936,0
101145_def,0.01108234297257108,0
