Player,Ridge Coefficient,Bayesian Coefficient
201565_off,0.010324298076535548,0
201565_def,0.006627008815465632,0
2550_off,-0.011740670342909789,0
2550_def,-0.006687508533419333,0
201959_off,-0.0022585371458321134,0
201959_def,-0.00399886099833112,0
2200_off,0.011355545950405306,0
2200_def,-0.004369413972143668,0
202710_off,0.025456579518715893,0
202710_def,-0.023597986621942815,0
203096_off,-0.005239327899269833,0
203096_def,-0.015531727400177183,0
203109_off,0.027432492971327726,0
203109_def,-0.01816887079167772,0
203092_off,-0.011485998767522057,0
203092_def,-0.002442658623783459,0
202340_off,0.016586491503313306,0
202340_def,0.009937427271508412,0
202323_off,-0.029651630849572248,0
202323_def,-0.014030964724708215,0
201166_off,0.008562249522207615,0
201166_def,0.00779884199877994,0
203482_off,0.0015688709930683394,0
203482_def,-0.018273852340724317,0
201977_off,-0.003142281916375449,0
201977_def,0.019243467721913134,0
202734_off,-0.0013144022922133784,0
202734_def,0.0035376557437234142,0
202703_off,0.0215655711018442,0
202703_def,-0.0022963609311309387,0
203935_off,0.005613160184294088,0
203935_def,-0.009810458656002937,0
101138_off,0.0013295815880642202,0
101138_def,0.00837992710744448,0
203515_off,-0.005561492375890841,0
203515_def,-0.006987492292362801,0
200765_off,-0.005143249102193765,0
200765_def,0.0017535480353403328,0
201145_off,-0.01651911805619623,0
201145_def,0.0029312477405582047,0
1718_off,-0.010075374842382233,0
1718_def,-0.012004521686570476,0
203078_off,0.03205172670676726,0
203078_def,0.008869878096654838,0
101162_off,0.009006284695798814,0
101162_def,-0.010630425226992545,0
2743_off,-0.02519309421899061,0
2743_def,-0.00047266721024326325,0
202322_off,0.02881029681657225,0
202322_def,-0.008196092919890275,0
203490_off,0.019674311230371198,0
203490_def,0.0036408566507353684,0
2446_off,-0.007600889398335344,0
2446_def,-0.004346207631500151,0
2400_off,-0.009223210210773429,0
2400_def,-0.0008292803636916867,0
1889_off,0.021439112353384936,0
1889_def,0.015946201265449697,0
202338_off,-0.03109651515387858,0
202338_def,0.006471568629951131,0
202389_off,-0.014494631088346038,0
202389_def,-0.02054649690982907,0
2544_off,0.07348360482424708,0
2544_def,-0.022464680294697177,0
201567_off,0.023613911292178536,0
201567_def,-0.010244063047110933,0
202681_off,0.044551980731174105,0
202681_def,0.02689661984006041,0
2747_off,0.013351417708074647,0
2747_def,0.006419485829854383,0
201584_off,0.009976099073480254,0
201584_def,0.006372594992017956,0
2754_off,0.0054389309574517965,0
2754_def,-0.0325064113716706,0
201188_off,0.010824389507304412,0
201188_def,-0.0016697735663019813,0
2216_off,0.012331572823978652,0
2216_def,-0.006408931144033821,0
201144_off,0.03396280315328822,0
201144_def,-0.011764100725164777,0
2570_off,-0.018890688103022267,0
2570_def,0.0014427530950834172,0
202697_off,0.002553101506207897,0
