Player,Ridge Coefficient
202397_off,-0.0027503300326436773
202397_def,0.001649097698432635
1626169_off,0.0005653200770497307
1626169_def,0.001141460984438211
203083_off,-0.000907177867106471
203083_def,0.005438342717202611
203484_off,-0.0004709334603487089
203484_def,0.000990834742318752
202720_off,-0.0003186838859449716
202720_def,0.0016369424086638035
202696_off,-0.0003235026593655902
202696_def,0.002451572340744022
203082_off,0.0010484400344387208
203082_def,-0.001079716152167539
203901_off,0.001267526205336444
203901_def,0.0002392561132933395
203932_off,-0.00033216267975147613
203932_def,0.0019819397964678668
203095_off,-0.0016222919721160115
203095_def,0.0009435007726001478
1626246_off,0.00049115709391883
1626246_def,0.0026747091409648283
202699_off,-0.0001535939898819235
202699_def,-0.0070016401637967044
1626209_off,-0.00019772744059634513
1626209_def,-0.00013639728692765526
201571_off,-0.001765221179930598
201571_def,0.0033691451622952246
1626199_off,0.00016209011495884744
1626199_def,-0.0005166561233108016
202687_off,-0.00014563004690737867
202687_def,0.0003224075260002095
201975_off,-0.0028805402351627435
201975_def,0.000481352998922632
1627740_off,0.00023065490090823937
1627740_def,-0.0004700312807371393
203493_off,0.0006471571811645295
203493_def,-0.001026742837718676
1627868_off,0.0002311802658182359
1627868_def,0.0002471111873441026
1627875_off,-0.00046795325107479253
1627875_def,-9.100706492598229e-05
1627757_off,-0.0002392140224408759
1627757_def,0.00012253451118264733
1626181_off,-0.0018969291449426298
1626181_def,-0.006752488272658583
201960_off,-0.0013955933846404674
201960_def,0.002212900487969643
202335_off,-0.005619624831833347
202335_def,0.0008682582716360159
202685_off,0.0001514934668507673
202685_def,-0.0009142083597548205
200768_off,0.0008315908129586625
200768_def,-0.003890441340666327
202697_off,0.003821643095021757
202697_def,-0.002429155638015366
101112_off,0.004159052010783327
101112_def,0.0031278317816253714
2747_off,0.0035338782267263003
2747_def,0.0010823565584205095
101114_off,0.003963816909700547
101114_def,0.00021881276001895782
202684_off,0.0030087776120125646
202684_def,-0.003940949602794355
2594_off,0.002332461356505365
2594_def,0.0010187930545736447
202682_off,0.00022441503720485096
202682_def,0.0004254874614933588
202709_off,-0.0038214614183505772
202709_def,-6.436584056786473e-05
1627751_off,0.0014974498426657968
1627751_def,0.0025885958084381896
1627783_off,-0.0028881190045898547
1627783_def,-0.0016389619350209318
200782_off,0.0010035650502242285
200782_def,-0.010386680969108233
2210_off,0.0012343752818950306
2210_def,4.3584181764173464e-05
2592_off,-0.0011755485223014246
2592_def,0.0002870667200441462
1626153_off,-0.0019814083129566736
1626153_def,-0.00018798715464953566
1627832_off,-0.0006305106792501555
1627832_def,-0.0013138485741851175
204002_off,-1.1727685292613009e-05
204002_def,0.00023507729389990925
203998_off,0.00034882100641359754
203998_def,8.476518201527447e-05
203512_off,-0.0009087270087161569
203512_def,0.0008959762310571281
2563_off,0.0002536048048780995
2563_def,7.442482812277548e-05
1627748_off,0.0016293528549737228
